product_name,category,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo)
Atliq_Curtains,"Home Care",300,BOGOF,45,122
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",64,58
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",34,47
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",87,82
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,26,91
Atliq_Curtains,"Home Care",300,BOGOF,64,223
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,424,1127
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",229,293
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",147,385
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,378,1459
Atliq_Curtains,"Home Care",300,BOGOF,29,97
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,303,1172
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",211,202
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",160,443
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",70,88
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,50,156
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",68,76
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",166,396
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",59,56
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",73,60
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,35,117
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",484,677
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,513,2067
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",60,87
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",57,49
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",61,71
Atliq_Curtains,"Home Care",300,BOGOF,40,159
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,403,1587
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,54,235
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",175,222
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",218,673
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",98,132
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",365,616
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,31,108
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",334,1022
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",234,205
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,382,1596
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",413,375
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",281,230
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",30,25
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",526,799
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,84,293
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,121,500
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,265,673
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,486,1890
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",27,38
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,43,166
Atliq_Curtains,"Home Care",300,BOGOF,52,207
Atliq_Curtains,"Home Care",300,BOGOF,31,123
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,387,1695
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,43,144
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",87,115
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,52,176
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,48,129
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,183,710
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",42,48
Atliq_Curtains,"Home Care",300,BOGOF,64,254
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",337,485
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,38,114
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",61,50
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,64,218
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",73,95
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",418,1082
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",144,374
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",64,92
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",194,271
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,61,178
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",115,151
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,444,1123
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",402,353
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",82,107
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",28,39
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",36,42
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",33,42
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",501,701
Atliq_Curtains,"Home Care",300,BOGOF,24,93
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",101,89
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,413,1102
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",451,613
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",80,70
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,98,372
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,29,100
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,355,1508
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",25,35
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",34,28
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",18,14
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,58,148
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",70,63
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",45,73
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",42,55
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,358,1410
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",52,75
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",66,102
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",28,21
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",450,634
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",82,122
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",395,711
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",122,342
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",119,154
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",119,138
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,94,371
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",316,859
Atliq_Curtains,"Home Care",300,BOGOF,47,157
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",33,27
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",99,87
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",16,13
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",45,72
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,105,407
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",408,632
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,27,107
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",334,260
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,367,1423
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",19,15
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",367,601
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,412,1615
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",351,526
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",190,313
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,24,80
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",40,33
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",341,327
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",106,101
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",256,358
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",277,387
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",28,31
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",336,577
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,47,184
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",594,819
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",59,69
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",40,33
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",315,976
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",49,68
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,412,1615
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",376,360
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",45,53
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,73,282
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",56,54
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",147,214
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",103,109
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",58,65
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",169,206
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",61,68
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",457,548
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",255,196
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",57,44
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,45,152
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,47,161
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",387,530
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",141,157
Atliq_Curtains,"Home Care",300,BOGOF,59,233
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",64,58
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",39,55
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",70,87
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",252,196
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,42,128
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",63,81
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",201,305
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",34,39
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,255,1009
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",390,308
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",127,109
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",24,19
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",110,86
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,63,208
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",27,22
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",214,267
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",358,537
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",201,174
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",301,264
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",66,92
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,118,455
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",57,90
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",357,1046
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",92,81
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",33,43
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,49,186
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",80,124
Atliq_Curtains,"Home Care",300,BOGOF,56,196
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",52,73
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,85,350
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",66,82
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,42,186
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,90,371
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",289,404
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",37,53
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",642,918
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",211,614
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",103,160
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",78,104
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,85,215
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",252,226
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,70,281
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",241,404
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",75,98
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",311,304
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",175,150
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",12,11
Atliq_Curtains,"Home Care",300,BOGOF,24,92
Atliq_Curtains,"Home Care",300,BOGOF,70,243
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,111,290
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,33,129
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",25,22
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",22,18
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",13,9
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,129,540
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,46,203
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",49,76
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",66,62
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,84,285
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",67,95
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,481,1890
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,469,1861
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,465,2064
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",36,29
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",54,83
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,26,86
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,54,213
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",21,30
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,42,145
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,75,200
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",348,334
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",57,71
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",334,591
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",54,125
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",50,76
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",79,171
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,273,1201
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,36,122
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,106,424
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",15,12
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",25,18
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",416,1389
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",21,17
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",60,67
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",94,119
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,111,429
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",82,80
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",59,79
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",54,68
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",318,276
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",39,31
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",71,90
Atliq_Curtains,"Home Care",300,BOGOF,54,217
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,29,115
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,105,276
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",18,16
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",110,96
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",68,104
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",21,19
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",58,128
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",66,85
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,240,636
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",250,382
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,60,234
Atliq_Curtains,"Home Care",300,BOGOF,46,120
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",70,93
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,220,886
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,28,92
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",369,1007
Atliq_Curtains,"Home Care",300,BOGOF,59,176
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",80,124
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",33,43
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",49,39
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",28,23
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",385,369
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",40,28
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",243,332
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",47,40
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",84,131
Atliq_Curtains,"Home Care",300,BOGOF,63,221
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",281,244
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",43,59
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",237,341
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",16,12
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",98,109
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",169,160
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",61,87
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",36,56
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,64,250
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",323,251
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",118,208
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",236,210
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",126,168
Atliq_Curtains,"Home Care",300,BOGOF,42,166
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",323,293
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",42,55
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,117,457
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,50,202
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",50,58
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",28,26
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,73,286
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,52,178
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",24,20
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",301,526
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,100,396
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",94,84
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,37,156
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",34,27
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",281,435
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",316,521
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",378,343
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",381,563
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",27,22
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",25,21
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",87,93
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",31,26
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",67,74
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",43,58
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",141,179
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",322,386
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",85,90
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",22,15
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,61,237
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,309,1226
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",105,115
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,47,186
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",30,28
Atliq_Curtains,"Home Care",300,BOGOF,30,123
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,47,163
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",301,385
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",54,44
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",118,251
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",211,322
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",47,54
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",54,89
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",43,40
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",108,124
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",312,483
